Timestamp,MachineID,OperatorID,ShiftStart,ShiftEnd,EngineHours,RPM,HydraulicPressure,TiltAngle,FuelUsed,FuelLevel,LoadCycles,ArmCycles,IdlingTime,ActiveTime,TaskType,TaskDuration,Weather,Temperature,WindSpeed,SoilType,SeatbeltStatus,SafetyAlertTriggered,AlertType,ProximityAlerts,ProximityDistance,SpeedKPH,GPSLat,GPSLon,GeofenceBreach,MaintenanceDue,LastServiceHours,FaultCodes,OperatorFatigueScore,ShiftNumber,Completed
2026-01-01T06:00:00,LDR003,OP004,2026-01-01T06:00:00,2026-01-01T06:39:00,7420.0,1449.7912063828446,195.0839865051569,0.5236703068453985,7.540750567334244,92.45924943266576,7,21,3,36,load,39,sunny,39.86980958047201,19.17011109663175,rocky,FASTENED,False,NORMAL,0,5.198974417397998,3.603994015756344,17.45842461857121,78.38069781502642,False,False,7026,NONE,0.2928203728208094,60,True
2026-01-01T06:53:00,EXC002,OP005,2026-01-01T06:53:00,2026-01-01T08:10:00,7949.0,1493.3613199866911,224.67634736309566,0.7791563500289778,15.709047526138285,84.29095247386172,15,45,18,59,trench,77,sunny,11.718139511015695,16.968612358691235,dry,FASTENED,False,NORMAL,0,16.626992350416717,7.7566770221164685,17.457484665799953,78.38381368281189,False,False,7586,NONE,0.25678628993531616,62,True
2026-01-01T08:22:00,LDR001,OP002,2026-01-01T08:22:00,2026-01-01T08:45:00,6311.0,1552.697208046042,249.25313348042226,2.460816300148638,3.5695962373036996,96.4304037626963,4,12,4,19,load,23,sunny,25.859234716308144,6.565800766407154,dry,FASTENED,False,NORMAL,0,11.351022210595545,0.12509125392955145,17.444966745946026,78.3914058440077,False,False,6009,NONE,0.8410407028106792,41,True
2026-01-01T09:05:00,EXC002,OP017,2026-01-01T09:05:00,2026-01-01T11:05:00,7950.283333333334,1635.5534819346683,154.75540131357553,3.0996469757848204,19.463575721175893,64.82737675268584,24,72,35,85,trench,120,sunny,36.79716344700701,6.0179206054432175,wet,UNFASTENED,False,NORMAL,0,18.308191138644897,5.100459770841705,17.459829635337556,78.39005595463895,False,False,7586,NONE,0.7167737439636488,27,True
2026-01-01T11:18:00,LDR001,OP008,2026-01-01T11:18:00,2026-01-01T12:42:00,6311.383333333333,942.3943069790934,171.03326984315075,2.1504890781105943,12.76979909828793,78.56737415349306,0,48,16,2,dig,84,foggy,23.865787486536057,7.179521737001606,rocky,FASTENED,True,FUEL_ANOMALY,0,13.097616369525097,4.835339034222538,17.455114483315246,78.39368186652932,False,False,6009,NONE,0.7429376615192916,44,True
2026-01-01T13:01:00,EXC002,OP014,2026-01-01T13:01:00,2026-01-01T13:53:00,7952.283333333334,1345.1914138506993,189.2066556412404,2.724083251525877,11.935977253630167,52.891399499055666,10,30,13,39,load,52,rainy,22.442353630410576,6.296950454389261,rocky,FASTENED,False,NORMAL,0,12.272449570384747,4.272715355003536,17.445033567803684,78.37543939379769,False,False,7586,NONE,0.5464816016138729,52,True
2026-01-01T14:08:00,EXC002,OP011,2026-01-01T14:08:00,2026-01-01T14:53:00,7953.150000000001,1397.2425016983507,174.61948950632882,1.1775106312199375,10.910435309319977,41.98096418973569,9,27,6,39,compact,45,sunny,20.58233976773987,14.158349148188226,dry,FASTENED,False,NORMAL,0,14.515270170520457,2.760569984213464,17.469750347639252,78.36270088781396,False,False,7586,NONE,0.1646826610661722,56,True
2026-01-01T15:14:00,EXC001,OP012,2026-01-01T15:14:00,2026-01-01T16:30:00,1769.0,1780.5588621872198,157.94446811623158,2.5868570938002704,20.296597932956416,79.70340206704358,15,45,22,54,dig,76,rainy,46.90455625809979,5.094636748693116,rocky,UNFASTENED,False,NORMAL,0,13.863394147823627,0.32620113243811133,17.444437022703973,78.36659336568933,False,False,1559,NONE,0.23949314320399318,33,True
2026-01-01T16:40:00,LDR003,OP015,2026-01-01T16:40:00,2026-01-01T17:34:00,7420.65,1513.7125949612055,176.5024012299129,1.6779384837943243,14.875265016514593,77.58398441615117,10,30,4,50,dig,54,sunny,33.135172173696695,2.6913568356604483,muddy,FASTENED,False,NORMAL,0,13.328012173991935,6.537777601609727,17.452698827942484,78.38991822871776,False,False,7026,NONE,0.37936765969012876,48,True
2026-01-01T17:45:00,LDR002,OP010,2026-01-01T17:45:00,2026-01-01T18:50:00,6051.0,1550.0985700691754,210.39344628490926,1.3199752784215093,18.18120445085203,81.81879554914798,13,39,17,48,dig,65,rainy,27.322536971610035,17.93072473298681,wet,FASTENED,False,NORMAL,0,7.4121207712624795,0.040492670769749495,17.442956485819735,78.37018696502797,False,False,5766,NONE,0.2897992699974401,21,True
